name,institution,main panel,sub-panel,role,name and institution
Professor David Hogg,University of Leeds,Main Panel B,Sub-panel 11: Computer Science and Informatics,Additional assessment phase members,Professor David Hogg University of Leeds
Professor David Hutchison,Lancaster University,Main Panel B,Sub-panel 11: Computer Science and Informatics,Members,Professor David Hutchison Lancaster University
Professor David Walker,University of Cardiff,Main Panel B,Sub-panel 11: Computer Science and Informatics,Additional assessment phase members,Professor David Walker University of Cardiff
Professor Donald Sannella,University of Edinburgh,Main Panel B,Sub-panel 11: Computer Science and Informatics,Additional assessment phase members,Professor Donald Sannella University of Edinburgh
Professor Edwin Hancock,University of York,Main Panel B,Sub-panel 11: Computer Science and Informatics,Additional assessment phase members,Professor Edwin Hancock University of York
Professor Emma Hart,Edinburgh Napier University,Main Panel B,Sub-panel 11: Computer Science and Informatics,Members,Professor Emma Hart Edinburgh Napier University
Professor Ian Craddock,University of Bristol,Main Panel B,Sub-panel 11: Computer Science and Informatics,Additional assessment phase members,Professor Ian Craddock University of Bristol
Professor Ian Ritchie,Iomart plc and Tern plc,Main Panel B,Sub-panel 11: Computer Science and Informatics,Additional assessment phase members,Professor Ian Ritchie Iomart plc and Tern plc
Professor John Tucker,Swansea University,Main Panel B,Sub-panel 11: Computer Science and Informatics,Members,Professor John Tucker Swansea University
Professor Katie Atkinson,University of Liverpool,Main Panel B,Sub-panel 11: Computer Science and Informatics,Additional assessment phase members,Professor Katie Atkinson University of Liverpool
Professor Maja Pantic,Imperial College London,Main Panel B,Sub-panel 11: Computer Science and Informatics,Members,Professor Maja Pantic Imperial College London
Professor Maribel Fernandez,King's College London,Main Panel B,Sub-panel 11: Computer Science and Informatics,Additional assessment phase members,Professor Maribel Fernandez King's College London
Professor Marta Kwiatkowska,University of Oxford,Main Panel B,Sub-panel 11: Computer Science and Informatics,Members,Professor Marta Kwiatkowska University of Oxford
Professor Máire O’Neill,Queen’s University Belfast,Main Panel B,Sub-panel 11: Computer Science and Informatics,Additional assessment phase members,Professor Máire O’Neill Queen’s University Belfast
Professor Peter Triantafillou,University of Warwick,Main Panel B,Sub-panel 11: Computer Science and Informatics,Members,Professor Peter Triantafillou University of Warwick
Professor Qiang Shen,Aberystwyth University,Main Panel B,Sub-panel 11: Computer Science and Informatics,Additional assessment phase members,Professor Qiang Shen Aberystwyth University
Professor Tom Rodden,University of Nottingham,Main Panel B,Sub-panel 11: Computer Science and Informatics,Chair,Professor Tom Rodden University of Nottingham
Professor Wendy Hall*,University of Southampton,Main Panel B,Sub-panel 11: Computer Science and Informatics,Members,Professor Wendy Hall* University of Southampton
Dr Andrew Hosty,Independent,Main Panel B,Sub-panel 12: Engineering,Members,Dr Andrew Hosty Independent
Dr Daniel Kells,National Composites Centre,Main Panel B,Sub-panel 12: Engineering,Additional assessment phase members,Dr Daniel Kells National Composites Centre
Professor Abigail Bristow*,University of Surrey,Main Panel B,Sub-panel 12: Engineering,Additional assessment phase members,Professor Abigail Bristow* University of Surrey
Professor Adisa Azapagic,University of Manchester,Main Panel B,Sub-panel 12: Engineering,Additional assessment phase members,Professor Adisa Azapagic University of Manchester
Professor Alicia El,Haj Keele University,Main Panel B,Sub-panel 12: Engineering,Members,Professor Alicia El Haj Keele University
Professor Alison McKay,University of Leeds,Main Panel B,Sub-panel 12: Engineering,Additional assessment phase members,Professor Alison McKay University of Leeds
Professor Alison Noble,University of Oxford,Main Panel B,Sub-panel 12: Engineering,Members,Professor Alison Noble University of Oxford
Professor Bashir Al-Hashimi,University of Southampton,Main Panel B,Sub-panel 12: Engineering,Additional assessment phase members,Professor Bashir Al-Hashimi University of Southampton
Professor Catherine Holt,Cardiff University,Main Panel B,Sub-panel 12: Engineering,Additional assessment phase members,Professor Catherine Holt Cardiff University
Professor Chris Baber,University of Birmingham,Main Panel B,Sub-panel 12: Engineering,Additional assessment phase members,Professor Chris Baber University of Birmingham
Professor Christopher Chatwin*,University of Sussex,Main Panel B,Sub-panel 12: Engineering,Additional assessment phase members,Professor Christopher Chatwin* University of Sussex
Professor David Butler,University of Exeter,Main Panel B,Sub-panel 12: Engineering,Members,Professor David Butler University of Exeter
Professor Eileen Harkin-Jones,Ulster University,Main Panel B,Sub-panel 12: Engineering,Deputy Chair,Professor Eileen Harkin-Jones Ulster University
Professor Hua Zhao,Brunel University London ,Main Panel B,Sub-panel 12: Engineering,Additional assessment phase members,Professor Hua Zhao Brunel University London 
Professor Jason Reese,University of Edinburgh,Main Panel B,Sub-panel 12: Engineering,Additional assessment phase members,Professor Jason Reese University of Edinburgh
Professor Javier Bonet,University of Greenwich ,Main Panel B,Sub-panel 12: Engineering,Additional assessment phase members,Professor Javier Bonet University of Greenwich 
Professor Jin Wang,Liverpool John Moores University,Main Panel B,Sub-panel 12: Engineering,Members,Professor Jin Wang Liverpool John Moores University
Professor John Clarkson,University of Cambridge,Main Panel B,Sub-panel 12: Engineering,Chair,Professor John Clarkson University of Cambridge
Professor Jon Cooper*,University of Glasgow,Main Panel B,Sub-panel 12: Engineering,Members,Professor Jon Cooper* University of Glasgow
Professor Jonathan Cooper,University of Bristol,Main Panel B,Sub-panel 12: Engineering,Members,Professor Jonathan Cooper University of Bristol
Professor Kevin Cullinane*,University of Gothenburg,Main Panel B,Sub-panel 12: Engineering,Additional assessment phase members,Professor Kevin Cullinane* University of Gothenburg
Professor Mary Ryan,Imperial College London,Main Panel B,Sub-panel 12: Engineering,Members,Professor Mary Ryan Imperial College London
Professor Muhammed Basheer,University of Leeds,Main Panel B,Sub-panel 12: Engineering,Members,Professor Muhammed Basheer University of Leeds
Professor Oubay Hassan,Swansea University,Main Panel B,Sub-panel 12: Engineering,Members,Professor Oubay Hassan Swansea University
Professor Patrick Keogh,University of Bath,Main Panel B,Sub-panel 12: Engineering,Members,Professor Patrick Keogh University of Bath
Professor Paul Conway,Loughborough University,Main Panel B,Sub-panel 12: Engineering,Additional assessment phase members,Professor Paul Conway Loughborough University
Professor Peter Fryer,University of Birmingham,Main Panel B,Sub-panel 12: Engineering,Members,Professor Peter Fryer University of Birmingham
Professor Raffaella Ocone,Heriot-Watt University,Main Panel B,Sub-panel 12: Engineering,Members,Professor Raffaella Ocone Heriot-Watt University
Professor Ravi Silva,University of Surrey,Main Panel B,Sub-panel 12: Engineering,Members,Professor Ravi Silva University of Surrey
Professor Sarah Spurgeon*,University College London,Main Panel B,Sub-panel 12: Engineering,Members,Professor Sarah Spurgeon* University College London
Professor Serena Best,University of Cambridge,Main Panel B,Sub-panel 12: Engineering,Additional assessment phase members,Professor Serena Best University of Cambridge
Professor Tim Ibell,University of Cambridge,Main Panel B,Sub-panel 12: Engineering,Additional assessment phase members,Professor Tim Ibell University of Cambridge
Professor Trevor Benson,University of Nottingham,Main Panel B,Sub-panel 12: Engineering,Members,Professor Trevor Benson University of Nottingham
Professor Visakan Kadirkamanathan,University of Sheffield,Main Panel B,Sub-panel 12: Engineering,Members,Professor Visakan Kadirkamanathan University of Sheffield
Professor William Powrie,University of Southampton,Main Panel B,Sub-panel 12: Engineering,Members,Professor William Powrie University of Southampton
Dr Andrew Bourne,Engineering and Physical Sciences,Main Panel B,"Sub-panel 6: Agriculture, Veterinary and Food Science",Observers,Dr Andrew Bourne Engineering and Physical Sciences
Dr Giles Graham,The Atomic Weapons Establishment,Main Panel B,"Sub-panel 6: Agriculture, Veterinary and Food Science",Members,Dr Giles Graham The Atomic Weapons Establishment
Dr Peter Costigan,Independent,Main Panel B,"Sub-panel 6: Agriculture, Veterinary and Food Science",Members,Dr Peter Costigan Independent
Mr Ben Johnson,Graphic Science Ltd,Main Panel B,"Sub-panel 6: Agriculture, Veterinary and Food Science",Members,Mr Ben Johnson Graphic Science Ltd
Mrs Val Wooff,Durham University,Main Panel B,"Sub-panel 6: Agriculture, Veterinary and Food Science",Secretariat,Mrs Val Wooff Durham University
Ms Gillian Rendle,University of Manchester,Main Panel B,"Sub-panel 6: Agriculture, Veterinary and Food Science",Secretariat,Ms Gillian Rendle University of Manchester
Professor Alexander Wolf,"University of California, Santa Cruz",Main Panel B,"Sub-panel 6: Agriculture, Veterinary and Food Science",Members,"Professor Alexander Wolf University of California, Santa Cruz"
Professor Andrew Holmes,University of Melbourne,Main Panel B,"Sub-panel 6: Agriculture, Veterinary and Food Science",Members,Professor Andrew Holmes University of Melbourne
Professor David Price,University College London,Main Panel B,"Sub-panel 6: Agriculture, Veterinary and Food Science",Chair,Professor David Price University College London
Professor Grahame Blair,Science and Technology Facilities Council,Main Panel B,"Sub-panel 6: Agriculture, Veterinary and Food Science",Observers,Professor Grahame Blair Science and Technology Facilities Council
Professor John Ludden,British Geological Survey,Main Panel B,"Sub-panel 6: Agriculture, Veterinary and Food Science",Members,Professor John Ludden British Geological Survey
Professor Michael Hinton,High Value Manufacturing Catapult,Main Panel B,"Sub-panel 6: Agriculture, Veterinary and Food Science",Members,Professor Michael Hinton High Value Manufacturing Catapult
Professor Miles Padgett,University of Glasgow,Main Panel B,"Sub-panel 6: Agriculture, Veterinary and Food Science",Members,Professor Miles Padgett University of Glasgow
Professor Muffy Calder*,University of Glasgow,Main Panel B,"Sub-panel 6: Agriculture, Veterinary and Food Science",Members,Professor Muffy Calder* University of Glasgow
Professor Paula Eerola,University of Helsinki,Main Panel B,"Sub-panel 6: Agriculture, Veterinary and Food Science",Members,Professor Paula Eerola University of Helsinki
Professor Raymond Jeanloz,"University of California, Berkeley",Main Panel B,"Sub-panel 6: Agriculture, Veterinary and Food Science",Members,"Professor Raymond Jeanloz University of California, Berkeley"
Professor Tim Wheeler,Natural Environment Research Council,Main Panel B,"Sub-panel 6: Agriculture, Veterinary and Food Science",Observers,Professor Tim Wheeler Natural Environment Research Council
Dr Cathy Hollis,University of Manchester,Main Panel B,Sub-panel 7: Earth Systems and Environmental Sciences,Additional assessment phase members,Dr Cathy Hollis University of Manchester
Dr Kathryn Monk,Natural Resources Wales,Main Panel B,Sub-panel 7: Earth Systems and Environmental Sciences,Members,Dr Kathryn Monk Natural Resources Wales
Professor Angus MacKenzie,University of Birmingham,Main Panel B,Sub-panel 7: Earth Systems and Environmental Sciences,Additional assessment phase members,Professor Angus MacKenzie University of Birmingham
Professor Caroline Lear,Cardiff University,Main Panel B,Sub-panel 7: Earth Systems and Environmental Sciences,Additional assessment phase members,Professor Caroline Lear Cardiff University
Professor Caroline Peacock,University of Leeds,Main Panel B,Sub-panel 7: Earth Systems and Environmental Sciences,Additional assessment phase members,Professor Caroline Peacock University of Leeds
Professor Christine Maggs,Joint Nature Conservation Committee,Main Panel B,Sub-panel 7: Earth Systems and Environmental Sciences,Members,Professor Christine Maggs Joint Nature Conservation Committee
Professor David Manning,Newcastle University,Main Panel B,Sub-panel 7: Earth Systems and Environmental Sciences,Additional assessment phase members,Professor David Manning Newcastle University
Professor David Marshall,University of Oxford,Main Panel B,Sub-panel 7: Earth Systems and Environmental Sciences,Additional assessment phase members,Professor David Marshall University of Oxford
Professor Hilary Lappin-Scott,Swansea University,Main Panel B,Sub-panel 7: Earth Systems and Environmental Sciences,Chair,Professor Hilary Lappin-Scott Swansea University
Professor Jeanette Rotchell,University of Hull,Main Panel B,Sub-panel 7: Earth Systems and Environmental Sciences,Additional assessment phase members,Professor Jeanette Rotchell University of Hull
Professor Kathy Whaler,University of Edinburgh,Main Panel B,Sub-panel 7: Earth Systems and Environmental Sciences,Additional assessment phase members,Professor Kathy Whaler University of Edinburgh
Professor Maggie Cusack*,University of Stirling,Main Panel B,Sub-panel 7: Earth Systems and Environmental Sciences,Members,Professor Maggie Cusack* University of Stirling
Professor Mark Hodson,University of York,Main Panel B,Sub-panel 7: Earth Systems and Environmental Sciences,Members,Professor Mark Hodson University of York
Professor Phillip Donoghue,University of Bristol,Main Panel B,Sub-panel 7: Earth Systems and Environmental Sciences,Additional assessment phase members,Professor Phillip Donoghue University of Bristol
Professor Ric Williams,University of Liverpool ,Main Panel B,Sub-panel 7: Earth Systems and Environmental Sciences,Members,Professor Ric Williams University of Liverpool 
Professor Simon Redfern,University of Cambridge,Main Panel B,Sub-panel 7: Earth Systems and Environmental Sciences,Deputy Chair,Professor Simon Redfern University of Cambridge
Professor Stephen Belcher,Met Office,Main Panel B,Sub-panel 7: Earth Systems and Environmental Sciences,Additional assessment phase members,Professor Stephen Belcher Met Office
Professor Tim Minshull,University of Southampton,Main Panel B,Sub-panel 7: Earth Systems and Environmental Sciences,Members,Professor Tim Minshull University of Southampton
Professor Xavier Lambin,University of Aberdeen,Main Panel B,Sub-panel 7: Earth Systems and Environmental Sciences,Additional assessment phase members,Professor Xavier Lambin University of Aberdeen
Dr Catherine Howsham,Independent,Main Panel B,Sub-panel 8: Chemistry,Members,Dr Catherine Howsham Independent
Professor Alistair Lewis,University of York,Main Panel B,Sub-panel 8: Chemistry,Members,Professor Alistair Lewis University of York
Professor Andy Cooper,University of Liverpool,Main Panel B,Sub-panel 8: Chemistry,Additional assessment phase members,Professor Andy Cooper University of Liverpool
Professor Chris Hunter,University of Cambridge,Main Panel B,Sub-panel 8: Chemistry,Deputy Chair,Professor Chris Hunter University of Cambridge
Professor Guy Lloyd-Jones,University of Edinburgh,Main Panel B,Sub-panel 8: Chemistry,Additional assessment phase members,Professor Guy Lloyd-Jones University of Edinburgh
Professor Jonathan Hirst,University of Nottingham,Main Panel B,Sub-panel 8: Chemistry,Additional assessment phase members,Professor Jonathan Hirst University of Nottingham
Professor Matthew Davidson*,University of Bath,Main Panel B,Sub-panel 8: Chemistry,Members,Professor Matthew Davidson* University of Bath
Professor Mike Ashfold,University of Bristol,Main Panel B,Sub-panel 8: Chemistry,Chair,Professor Mike Ashfold University of Bristol
Professor Nicholas Long,Imperial College London,Main Panel B,Sub-panel 8: Chemistry,Additional assessment phase members,Professor Nicholas Long Imperial College London
Professor Peter Robertson,Queen’s University Belfast,Main Panel B,Sub-panel 8: Chemistry,Additional assessment phase members,Professor Peter Robertson Queen’s University Belfast
Professor Phil Bartlett,University of Southampton,Main Panel B,Sub-panel 8: Chemistry,Members,Professor Phil Bartlett University of Southampton
Professor Sabine Flitsch,University of Manchester,Main Panel B,Sub-panel 8: Chemistry,Members,Professor Sabine Flitsch University of Manchester
Professor Sally Price,University College London,Main Panel B,Sub-panel 8: Chemistry,Additional assessment phase members,Professor Sally Price University College London
Dr Frances Saunders,Independent,Main Panel B,Sub-panel 9: Physics,Members,Dr Frances Saunders Independent
Mr Peter Saraga,Independent,Main Panel B,Sub-panel 9: Physics,Additional assessment phase members,Mr Peter Saraga Independent
Professor Alex Murphy,University of Edinburgh,Main Panel B,Sub-panel 9: Physics,Members,Professor Alex Murphy University of Edinburgh
Professor Alison Walker,University of Bath,Main Panel B,Sub-panel 9: Physics,Additional assessment phase members,Professor Alison Walker University of Bath
Professor Bob Nichol,University of Portsmouth,Main Panel B,Sub-panel 9: Physics,Additional assessment phase members,Professor Bob Nichol University of Portsmouth
Professor Charles Smith,University of Cambridge,Main Panel B,Sub-panel 9: Physics,Additional assessment phase members,Professor Charles Smith University of Cambridge
Professor Helen Gleeson*,University of Leeds,Main Panel B,Sub-panel 9: Physics,Members,Professor Helen Gleeson* University of Leeds
Professor Mark Fromhold,University of Nottingham,Main Panel B,Sub-panel 9: Physics,Additional assessment phase members,Professor Mark Fromhold University of Nottingham
Professor Matt Griffin,Cardiff University,Main Panel B,Sub-panel 9: Physics,Members,Professor Matt Griffin Cardiff University
Professor Mervyn Miles,University of Bristol,Main Panel B,Sub-panel 9: Physics,Members,Professor Mervyn Miles University of Bristol
Professor Miles Padgett,University of Glasgow ,Main Panel B,Sub-panel 9: Physics,Chair,Professor Miles Padgett University of Glasgow 
Professor Monica Grady,The Open University,Main Panel B,Sub-panel 9: Physics,Deputy Chair,Professor Monica Grady The Open University
Professor Philip Burrows,University of Oxford,Main Panel B,Sub-panel 9: Physics,Members,Professor Philip Burrows University of Oxford
Professor Richard Dendy,UKAEA and University of Warwick,Main Panel B,Sub-panel 9: Physics,Members,Professor Richard Dendy UKAEA and University of Warwick
Professor Sean Freeman,University of Manchester,Main Panel B,Sub-panel 9: Physics,Additional assessment phase members,Professor Sean Freeman University of Manchester
Professor Stefano Moretti,University of Southampton,Main Panel B,Sub-panel 9: Physics,Additional assessment phase members,Professor Stefano Moretti University of Southampton
Professor Tom McLeish,University of York,Main Panel B,Sub-panel 9: Physics,Additional assessment phase members,Professor Tom McLeish University of York
Professor Wendy Flavell*,University of Manchester,Main Panel B,Sub-panel 9: Physics,Members,Professor Wendy Flavell* University of Manchester
Mr Neil Jameson,Citizens UK,Main Panel C,Sub-panel 12: Engineering,Members,Mr Neil Jameson Citizens UK
Mr Stephen Meek,University of Nottingham,Main Panel C,Sub-panel 12: Engineering,Members,Mr Stephen Meek University of Nottingham
Mrs Gillian Fairbairn,University of Surrey,Main Panel C,Sub-panel 12: Engineering,Secretariat,Mrs Gillian Fairbairn University of Surrey
Mrs Michelle Double,University of Leeds,Main Panel C,Sub-panel 12: Engineering,Secretariat,Mrs Michelle Double University of Leeds
Mrs Yvonne Fox,Lancaster University,Main Panel C,Sub-panel 12: Engineering,Secretariat,Mrs Yvonne Fox Lancaster University
Ms Frances Burstow,Economic and Social Research Council,Main Panel C,Sub-panel 12: Engineering,Observers,Ms Frances Burstow Economic and Social Research Council
Ms Jennifer Wallace,Carnegie UK Trust,Main Panel C,Sub-panel 12: Engineering,Members,Ms Jennifer Wallace Carnegie UK Trust
Professor Felicity Callard*,"Birkbeck, University of London",Main Panel C,Sub-panel 12: Engineering,Members,"Professor Felicity Callard* Birkbeck, University of London"
Professor Graeme Barker*,University of Cambridge,Main Panel C,Sub-panel 12: Engineering,Members,Professor Graeme Barker* University of Cambridge
Professor Jagjit Chadha,National Institute of Economic and Social Research,Main Panel C,Sub-panel 12: Engineering,Members,Professor Jagjit Chadha National Institute of Economic and Social Research
Professor Jane Millar,University of Bath,Main Panel C,Sub-panel 12: Engineering,Chair,Professor Jane Millar University of Bath
Professor Robert Hassink,Kiel University,Main Panel C,Sub-panel 12: Engineering,Members,Professor Robert Hassink Kiel University
Professor Theo Wubbels,Utrecht University,Main Panel C,Sub-panel 12: Engineering,Members,Professor Theo Wubbels Utrecht University
Professor Wendy Larner,Victoria University of Wellington,Main Panel C,Sub-panel 12: Engineering,Members,Professor Wendy Larner Victoria University of Wellington
Dr Aude Bicquelet-Lock,Royal Town Planning Institute,Main Panel C,"Sub-panel 13: Architecture, Built Environment and Planning",Additional assessment phase members,Dr Aude Bicquelet-Lock Royal Town Planning Institute
Dr Clare Eriksson,Royal Institution of Chartered Surveyors,Main Panel C,"Sub-panel 13: Architecture, Built Environment and Planning",Additional assessment phase members,Dr Clare Eriksson Royal Institution of Chartered Surveyors
Dr Robyn Pender,Historic England,Main Panel C,"Sub-panel 13: Architecture, Built Environment and Planning",Additional assessment phase members,Dr Robyn Pender Historic England
Ms Maggie Roe,Newcastle University,Main Panel C,"Sub-panel 13: Architecture, Built Environment and Planning",Members,Ms Maggie Roe Newcastle University
Professor Cecilia Wong,University of Manchester,Main Panel C,"Sub-panel 13: Architecture, Built Environment and Planning",Chair,Professor Cecilia Wong University of Manchester
Professor Chris Tweed,Cardiff University,Main Panel C,"Sub-panel 13: Architecture, Built Environment and Planning",Additional assessment phase members,Professor Chris Tweed Cardiff University
Professor Geraint Ellis,Queen's University Belfast,Main Panel C,"Sub-panel 13: Architecture, Built Environment and Planning",Additional assessment phase members,Professor Geraint Ellis Queen's University Belfast
Professor John Flint,University of Sheffield,Main Panel C,"Sub-panel 13: Architecture, Built Environment and Planning",Members,Professor John Flint University of Sheffield
Professor Jonathan Hale,University of Nottingham,Main Panel C,"Sub-panel 13: Architecture, Built Environment and Planning",Members,Professor Jonathan Hale University of Nottingham
Professor Kate Clark,Welsh Government,Main Panel C,"Sub-panel 13: Architecture, Built Environment and Planning",Members,Professor Kate Clark Welsh Government
Professor Neil Crosby,University of Reading,Main Panel C,"Sub-panel 13: Architecture, Built Environment and Planning",Members,Professor Neil Crosby University of Reading
Professor Nick Gallent,University College London,Main Panel C,"Sub-panel 13: Architecture, Built Environment and Planning",Additional assessment phase members,Professor Nick Gallent University College London
Professor Ola Uduku,Manchester Metropolitan University,Main Panel C,"Sub-panel 13: Architecture, Built Environment and Planning",Additional assessment phase members,Professor Ola Uduku Manchester Metropolitan University
Professor Richard Coyne*,University of Edinburgh ,Main Panel C,"Sub-panel 13: Architecture, Built Environment and Planning",Members,Professor Richard Coyne* University of Edinburgh 
Professor Steve Goodhew,University of Plymouth,Main Panel C,"Sub-panel 13: Architecture, Built Environment and Planning",Members,Professor Steve Goodhew University of Plymouth
Professor Tony Thorpe,Loughborough University,Main Panel C,"Sub-panel 13: Architecture, Built Environment and Planning",Deputy Chair,Professor Tony Thorpe Loughborough University
Dr Colin Church,Chartered Institute of Waste Management,Main Panel C,Sub-panel 14: Geography and Environmental Studies,Additional assessment phase members,Dr Colin Church Chartered Institute of Waste Management
Dr Gary Kass,Natural England,Main Panel C,Sub-panel 14: Geography and Environmental Studies,Members,Dr Gary Kass Natural England
Dr Harriet Orr,Environment Agency,Main Panel C,Sub-panel 14: Geography and Environmental Studies,Additional assessment phase members,Dr Harriet Orr Environment Agency
Dr Liam Kelly,Scottish Government,Main Panel C,Sub-panel 14: Geography and Environmental Studies,Additional assessment phase members,Dr Liam Kelly Scottish Government
Mrs Alison Honnor,Sheffield Hallam University,Main Panel C,Sub-panel 14: Geography and Environmental Studies,Secretariat,Mrs Alison Honnor Sheffield Hallam University
Professor Andrew Tyler,University of Stirling,Main Panel C,Sub-panel 14: Geography and Environmental Studies,Additional assessment phase members,Professor Andrew Tyler University of Stirling
Professor Ash Amin,University of Cambridge,Main Panel C,Sub-panel 14: Geography and Environmental Studies,Members,Professor Ash Amin University of Cambridge
Professor Cathy McIlwaine,King's College London,Main Panel C,Sub-panel 14: Geography and Environmental Studies,Members,Professor Cathy McIlwaine King's College London
Professor Chris Clark,University of Sheffield,Main Panel C,Sub-panel 14: Geography and Environmental Studies,Members,Professor Chris Clark University of Sheffield
Professor Chris Philo,University of Glasgow,Main Panel C,Sub-panel 14: Geography and Environmental Studies,Deputy Chair,Professor Chris Philo University of Glasgow
Professor David Thomas,University of Oxford,Main Panel C,Sub-panel 14: Geography and Environmental Studies,Chair,Professor David Thomas University of Oxford
Professor Georgina Endfield*,University of Liverpool,Main Panel C,Sub-panel 14: Geography and Environmental Studies,Members,Professor Georgina Endfield* University of Liverpool
Professor Jane Pollard,Newcastle University,Main Panel C,Sub-panel 14: Geography and Environmental Studies,Members,Professor Jane Pollard Newcastle University
Professor Joe Painter,Durham University,Main Panel C,Sub-panel 14: Geography and Environmental Studies,Additional assessment phase members,Professor Joe Painter Durham University
Professor Miles Ogborn,Queen Mary University of London,Main Panel C,Sub-panel 14: Geography and Environmental Studies,Additional assessment phase members,Professor Miles Ogborn Queen Mary University of London
Professor Neil Adger*,University of Exeter,Main Panel C,Sub-panel 14: Geography and Environmental Studies,Additional assessment phase members,Professor Neil Adger* University of Exeter
Professor Phil Ashworth,University of Brighton,Main Panel C,Sub-panel 14: Geography and Environmental Studies,Members,Professor Phil Ashworth University of Brighton
Professor Richard Harris,University of Bristol,Main Panel C,Sub-panel 14: Geography and Environmental Studies,Additional assessment phase members,Professor Richard Harris University of Bristol
Professor Siwan Davies,Swansea University,Main Panel C,Sub-panel 14: Geography and Environmental Studies,Members,Professor Siwan Davies Swansea University
Professor Sue Page,University of Leicester,Main Panel C,Sub-panel 14: Geography and Environmental Studies,Additional assessment phase members,Professor Sue Page University of Leicester
Dr Jacqui Mulville,Cardiff University,Main Panel C,Sub-panel 15: Archaeology,Additional assessment phase members,Dr Jacqui Mulville Cardiff University
Dr Jeremy Hill,British Museum,Main Panel C,Sub-panel 15: Archaeology,Members,Dr Jeremy Hill British Museum
Professor Andrew Bevan,University College London,Main Panel C,Sub-panel 15: Archaeology,Additional assessment phase members,Professor Andrew Bevan University College London
Professor Charlotte Roberts,Durham University,Main Panel C,Sub-panel 15: Archaeology,Members,Professor Charlotte Roberts Durham University
Professor Chris Gosden,University of Oxford,Main Panel C,Sub-panel 15: Archaeology,Members,Professor Chris Gosden University of Oxford
Professor Cyprian Broodbank,University of Cambridge,Main Panel C,Sub-panel 15: Archaeology,Members,Professor Cyprian Broodbank University of Cambridge
Professor David Mattingly,University of Leicester,Main Panel C,Sub-panel 15: Archaeology,Chair,Professor David Mattingly University of Leicester
Professor Jane Evans,British Geological Survey,Main Panel C,Sub-panel 15: Archaeology,Additional assessment phase members,Professor Jane Evans British Geological Survey
Professor Kate Welham*,Bournemouth University,Main Panel C,Sub-panel 15: Archaeology,Members,Professor Kate Welham* Bournemouth University
Professor Nicky Milner,University of York,Main Panel C,Sub-panel 15: Archaeology,Members,Professor Nicky Milner University of York
Professor Roberta Gilchrist*,University of Reading,Main Panel C,Sub-panel 15: Archaeology,Deputy Chair,Professor Roberta Gilchrist* University of Reading
Professor Stephanie Moser,University of Southampton,Main Panel C,Sub-panel 15: Archaeology,Additional assessment phase members,Professor Stephanie Moser University of Southampton
Dr Sophie Crouchman,Loughborough University ,Main Panel C,Sub-panel 16: Economics and Econometrics,Secretariat,Dr Sophie Crouchman Loughborough University 
Mr Osama Rahman,Ministry of Justice,Main Panel C,Sub-panel 16: Economics and Econometrics,Members,Mr Osama Rahman Ministry of Justice
Professor Andrew Mountford,"Royal Holloway, University of London",Main Panel C,Sub-panel 16: Economics and Econometrics,Members,"Professor Andrew Mountford Royal Holloway, University of London"
Professor Bishnupriya Gupta,University of Warwick,Main Panel C,Sub-panel 16: Economics and Econometrics,Members,Professor Bishnupriya Gupta University of Warwick
Professor Campbell Leith,University of Glasgow,Main Panel C,Sub-panel 16: Economics and Econometrics,Members,Professor Campbell Leith University of Glasgow
Professor Neil Rickman,University of Surrey,Main Panel C,Sub-panel 16: Economics and Econometrics,Members,Professor Neil Rickman University of Surrey
Professor Sarah Smith,University of Bristol,Main Panel C,Sub-panel 16: Economics and Econometrics,Deputy Chair,Professor Sarah Smith University of Bristol
Professor Simon Gaechter*,University of Nottingham,Main Panel C,Sub-panel 16: Economics and Econometrics,Members,Professor Simon Gaechter* University of Nottingham
Professor Stephen Machin,London School of Economics and Political Science,Main Panel C,Sub-panel 16: Economics and Econometrics,Chair,Professor Stephen Machin London School of Economics and Political Science
Dr Ksenia Zheltoukhova,Chartered Institute of Personnel and Development,Main Panel C,Sub-panel 17: Business and Management Studies,Members,Dr Ksenia Zheltoukhova Chartered Institute of Personnel and Development
Professor Anne-Marie Doherty,University of Strathclyde,Main Panel C,Sub-panel 17: Business and Management Studies,Additional assessment phase members,Professor Anne-Marie Doherty University of Strathclyde
Professor Bruce Tether,University of Manchester,Main Panel C,Sub-panel 17: Business and Management Studies,Members,Professor Bruce Tether University of Manchester
Professor Catherine Cassell,University of Birmingham,Main Panel C,Sub-panel 17: Business and Management Studies,Members,Professor Catherine Cassell University of Birmingham
Professor Colin Mason,University of Glasgow,Main Panel C,Sub-panel 17: Business and Management Studies,Members,Professor Colin Mason University of Glasgow
Professor David Blackaby,Swansea University,Main Panel C,Sub-panel 17: Business and Management Studies,Deputy Chair,Professor David Blackaby Swansea University
Professor Ian Tonks,University of Bath,Main Panel C,Sub-panel 17: Business and Management Studies,Members,Professor Ian Tonks University of Bath
Professor Jonathan Michie*,University of Oxford,Main Panel C,Sub-panel 17: Business and Management Studies,Members,Professor Jonathan Michie* University of Oxford
Professor Julia Balogun,University of Liverpool,Main Panel C,Sub-panel 17: Business and Management Studies,Additional assessment phase members,Professor Julia Balogun University of Liverpool
Professor Laura Spence,"Royal Holloway, University of London",Main Panel C,Sub-panel 17: Business and Management Studies,Additional assessment phase members,"Professor Laura Spence Royal Holloway, University of London"
